id,value,data_type,attribute_id,created_at,updated_at,deleted_at
122,"Excellent fall-planted choice if winter-kill is desired. Fastest-growing fall cover crop option if good fertility is present. Top weed suppressor. Large branching tap root. Winter-killed residues decompose and release N rapidly. May overwinter if snow cover is present to buffer temperature extremes. Plant early in fall and plant at the low end of the recommended seeding rate for large plants that are more likely to winter-kill. Late planting and high seeding rates promote small plants that are more winter hardy but cover crop benefits will be greatly diminished. Acts differently when planted in spring: much less root and top growth, bolts and flowers very quickly. Some varieties may differ in sensitivity to daylength and thus may be slower to bolt in spring. Terminate prior to seed set to prevent it FROM ""legacy"".becoming a weed. Good in mixes to add diversity, especially with peas and oats, but plant at the low end of the recommended seeding rate range to prevent it FROM ""legacy"".out-competing companions. Plant in mix with a winter-hardy grass such as cereal rye if N leaching over winter/early spring is a concern. Less vigorous root and faster to bolt in the fall than forage radish.",string,11,2022-10-28 13:00:49.511153-04,2022-10-28 13:00:49.511153-04,
123,"Excellent fall-planted cover crop choice. Generally winter-hardy if seeded during the optimum planting window; cultivars vary in cold hardiness. With adequate residual soil fertility, provides good biomass, forage, deep branched taproot, N scavenging, weed suppression. Host for sclerotinia, so caution when planting prior to legumes. Spring flowers attract pollinators. Low cost to seed. Range of cultivar choices (canola for seed, hybrids for grazing, etc.), characteristics may differ by cultivar. Contributes pollinator food source to mixes, but plant at low end of seeding rate to prevent it FROM ""legacy"".outcompeting other cover crops in the mix. Hard to kill in late spring with herbicides. “Dwarf Essex” is a commonly-grown cultivar.",string,11,2022-10-28 13:00:49.511153-04,2022-10-28 13:00:49.511153-04,
124,"Excellent fall-planted cover crop choice. Generally winter-hardy if seeded during the optimum planting window; cultivars vary in cold hardiness. With adequate residual soil fertility, provides good biomass, forage, deep branched taproot, N scavenging, weed suppression. Host for sclerotinia, so caution when planting prior to legumes. Spring flowers attract pollinators. Low cost to seed. Range of cultivar choices (canola for seed, hybrids for grazing, etc.), characteristics may differ by cultivar. Contributes pollinator food source to mixes, but plant at low end of seeding rate to prevent it FROM ""legacy"".outcompeting other cover crops in the mix. Hard to kill in late spring with herbicides. “Dwarf Essex” is a commonly-grown cultivar.
",string,11,2022-10-28 13:00:49.511153-04,2022-10-28 13:00:49.511153-04,
125,"Excellent fall-planted cover crop choice.. Generally winter-hardy if seeded during the optimum planting window; cultivars vary in cold hardiness. With adequate residual soil fertility, provides good biomass, forage, deep branched taproot, N scavenging, weed suppression. Spring flowers attract pollinators. Low cost to seed. Host for sclerotinia, so caution when planting prior to legumes. Range of cultivar choices (canola for seed, hybrids for grazing, etc.), characteristics may differ. Good in mixes, but plant at low end of seeding rate to prevent it FROM ""legacy"".outcompeting other cover crops in the mix. Hard to kill in late spring with herbicides. “Dwarf Essex” is a commonly-grown cultivar.",string,11,2022-10-28 13:00:49.512725-04,2022-10-28 13:00:49.512725-04,
126,"Excellent summer annual legume. Needs heat to grow well. Very heat and drought tolerant once established, deep taproot, tolerates low fertility. Some shade tolerance. Grows fast, good biomass and forage producer, high N fixation potential, good weed suppressor. Extrafloral nectaries key for beneficial insects. Some suppression for problem nematodes. Low reseeding and weed risk. Inoculate with appropriate Rhizobium spp.; cross-inoculates with peanut, sunn hemp. Many varieties available: use forage or cover crop cultivars, with bush types for short mixes, vine- or runner- types for tall mixes. Less predation by deer and woodchucks compared to soybeans.",string,11,2022-10-28 13:00:49.512725-04,2022-10-28 13:00:49.512725-04,
127,"Excellent summer annual legume. Needs heat to grow well. Very heat and drought tolerant once established, deep taproot, tolerates low fertility. Some shade tolerance. Grows fast, good biomass and forage producer, high N fixation potential, good weed suppressor. Extrafloral nectaries key for beneficial insects. Some suppression for problem nematodes. Low reseeding and weed risk. Inoculate with appropriate Rhizobium spp.; cross-inoculates with peanut, sunn hemp. Many varieties available: use forage or cover crop cultivars, with bush types for short mixes, vine- or runner- types for tall mixes. Less predation by deer and woodchucks compared to soybeans.
",string,11,2022-10-28 13:00:49.512725-04,2022-10-28 13:00:49.512725-04,
128,"Excellent summer grass choice. Plant in early summer; does not tolerate cool soils. Fast-grower, big biomass potential in the presence of lots of soil N. Regrows well after mowing/grazing. Excellent subsoiler with thicker roots than most grasses. Excellent weed suppressor due to competition and allelopathy (caution if next crop is small-seeded). Good forage, but prussic acid and nitrate content can be a problem. Improved forage types available, cultivars may vary widely. Slow drydown will limit dry hay production; chop or wrap for forage. Can produce large amount of biomass; mow or kill in a timely fashion. Can substitute forage sorghum or sorghum-sudangrass. Mix with cowpea, sunn hemp and sunflower for a diverse summer mix.",string,11,2022-10-28 13:00:49.512725-04,2022-10-28 13:00:49.512725-04,
129,"Excellent summer grass choice. Plant in early summer; does not tolerate cool soils. Fast-grower, big biomass potential in the presence of lots of soil N. Regrows well after mowing/grazing. Excellent subsoiler with thicker roots than most grasses. Excellent weed suppressor due to competition and allelopathy (caution if next crop is small-seeded). Good forage, but prussic acid and nitrate content can be a problem. Improved forage types available, cultivars may vary widely. Slow drydown will limit dry hay production; chop or wrap for forage. Can produce large amount of biomass; mow or kill in a timely fashion. Can substitute sorghum or sorghum-sudangrass. Mix with cowpea, sunn hemp, and sunflower for a diverse summer mix.",string,11,2022-10-28 13:00:49.512725-04,2022-10-28 13:00:49.512725-04,
130,"Excellent summer grass choice. Plant in early summer; does not tolerate cool soils. Fast-grower, big biomass potential in the presence of lots of soil N. Regrows well after mowing/grazing. Excellent subsoiler with thicker roots than most grasses. Excellent weed suppressor due to competition and allelopathy (caution if next crop is small-seeded). Good forage, but prussic acid and nitrate content can be a problem. Improved forage types available, cultivars may vary widely. Some cultivars can produce large amounts of biomass; mow or kill in a timely fashion. Can substitute sorghum-sudangrass or sudangrass. Mixes well with cowpea and sunn hemp to create a diverse warm-season mixture. ",string,11,2022-10-28 13:00:49.513783-04,2022-10-28 13:00:49.513783-04,
131,"Excellent summer grass choice. Plant in early summer; does not tolerate cool soils. Fast-grower, big biomass potential in the presence of lots of soil N. Regrows well after mowing/grazing. Excellent subsoiler with thicker roots than most grasses. Excellent weed suppressor due to competition and allelopathy (caution if next crop is small-seeded). Good forage, but prussic acid and nitrate content can be a problem. Slow drydown will limit dry hay production; chop or wrap for forage. Improved forage types available, cultivars may vary widely. Can produce large amount of biomass; mow or kill in a timely fashion. Can substitute forage sorghum or sudangrass. Can substitute sorghum or sorghum-sudangrass. Mix with cowpea, sunn hemp and sunflower for a diverse summer mix.
",string,11,2022-10-28 13:00:49.513783-04,2022-10-28 13:00:49.513783-04,
132,"Excellent summer grass choice. Plant in early summer; does not tolerate cool soils. Fast-grower, big biomass potential in the presence of lots of soil N. Regrows well after mowing/grazing. Excellent subsoiler with thicker roots than most grasses. Excellent weed suppressor due to competition and allelopathy (caution if next crop is small-seeded). Good forage, but prussic acid and nitrate content can be a problem. Slow drydown will limit dry hay production; chop or wrap for forage. Improved forage types available, cultivars may vary widely. Some cultivars can produce large amounts of biomass; mow or kill in a timely fashion. Can substitute sorghum-sudangrass or sudangrass. Mixes well with cowpea and sunn hemp to create a diverse warm-season mixture.",string,11,2022-10-28 13:00:49.513783-04,2022-10-28 13:00:49.513783-04,
133,"Excellent summer grass choice. Plant in early summer; does not tolerate cool soils. Fast-grower, wide leaved, big biomass potential in the presence of lots of soil N. Regrows well after mowing/grazing. Excellent subsoiler with thicker roots than most grasses. Excellent weed suppressor due to competition and allelopathy (caution if next crop is small-seeded). Good forage, but prussic acid and nitrate content can be a problem. Improved forage types available, cultivars may vary widely. Some cultivars can produce large amounts of biomass; mow or kill in a timely fashion. Can substitute sorghum-sudangrass or sudangrass. Mixes well with cowpea and sunn hemp to create a diverse warm-season mixture.",string,11,2022-10-28 13:00:49.513783-04,2022-10-28 13:00:49.513783-04,
134,"Excellent summer legume. Needs heat to grow well. Very heat and drought tolerant once established, deep taproot, tolerates low fertility. Some shade tolerance. Grows fast, good biomass and forage producer, high N fixation potential, good weed suppressor. Extrafloral nectaries key for beneficial insects. Some suppression for problem nematodes. Low reseeding and weed risk. Inoculate with appropriate Rhizobium spp.; cross-inoculates with peanut, sunn hemp. Many varieties available: use forage or cover crop cultivars, with bush types for short mixes, vine- or runner- types for tall mixes. Less predation by deer and woodchucks compared to soybeans.",string,11,2022-10-28 13:00:49.516956-04,2022-10-28 13:00:49.516956-04,
135,"Good forage, excellent for grazing. Potential for fast fall growth, high biomass, good N scavenging with adequate residual soil fertility. Cultivars can vary in bulb-vs.-leaf ratio, winter-hardiness, day-length response. Choose varieties that meet your needs. Big bulbs can be slow to break down, can interfere with subsequent operations like planting. Similar to radish/rapeseed, but much less taproot – instead makes bulb on surface. 
",string,11,2022-10-28 13:00:49.516956-04,2022-10-28 13:00:49.516956-04,
136,"Good forage, excellent for grazing. Potential for fast fall growth, high biomass, good N scavenging with adequate residual soil fertility. Cultivars can vary in bulb-vs.-leaf ratio, winter-hardiness, day-length response. Choose varieties that meet your needs. Big bulbs can be slow to break down, can interfere with subsequent operations like planting. Similar to radish/rapeseed, but much less taproot – instead makes bulb on surface. ‘Purple Top’ is a cheap, readily-available cultivar. ",string,11,2022-10-28 13:00:49.516956-04,2022-10-28 13:00:49.516956-04,
137,"Good forage, excellent for grazing. Potential for fast fall growth, high biomass, good N scavenging with adequate residual soil fertility. Cultivars can vary in bulb-vs.-leaf ratio, winter-hardiness, day-length response. Choose varieties that meet your needs. Big bulbs can be slow to break down, can interfere with subsequent operations like planting. Similar to radish/rapeseed, but much less taproot – instead makes bulb on surface. ‘Purple Top’ is a cheap, readily-available turnip cultivar. 
",string,11,2022-10-28 13:00:49.516956-04,2022-10-28 13:00:49.516956-04,
138,"Low-growing summer annual. Popular summer cover crop. Needs warm conditions, but very low tolerance for drought or high heat. Prefers light to medium textured well drained soils and performs poorly on heavy, wet, or compacted soil. Fine root system good for topsoil conditioning, but not subsoiling. Purported to be good for unlocking soil phosphorus (P), but that only works in calcareous soils. Tolerant of low pH (5.0). Excellent weed suppressor at high planting rates due to very fast growth (not allelopathy). Blooms and extrafloral nectaries excellent for pollinators and other beneficial organisms. High risk of reseeding if overmature: kill or mow within 7-10 days after first bloom. Sets seed faster than all other covers – if reseeding is a concern, don’t grow in mixes. Easy to kill. ",string,11,2022-10-28 13:00:49.516956-04,2022-10-28 13:00:49.516956-04,
139,"Low-growing summer annual. Popular summer cover crop. Needs warm conditions, but very low tolerance to drought or high heat. Prefers light to medium textured well drained soils and performs poorly on heavy, wet, or compacted soil. Fine root system good for topsoil conditioning, but not subsoiling. Purported to be good for unlocking soil phosphorus (P), but that only works in calcareous soils. Tolerant of low pH (5.0). Excellent weed suppressor at high planting rates due to very fast growth (not allelopathy). Blooms and extrafloral nectaries excellent for pollinators and other beneficial organisms. High risk of reseeding if overmature: kill or mow within 7-10 days after first bloom. Sets seed faster than all other covers – if reseeding is a concern, don’t grow in mixes. Easy to kill.",string,11,2022-10-28 13:00:49.516956-04,2022-10-28 13:00:49.516956-04,
140,"Low-growing summer annual. Popular summer cover crop. Needs warm conditions, but very low tolerance to drought or high heat. Prefers light to medium textured well drained soils and performs poorly on heavy, wet, or compacted soil. Fine root system good for topsoil conditioning, but not subsoiling. Purported to be good for unlocking soil phosphorus (P), but that only works in calcareous soils. Tolerant of low pH (5.0). Excellent weed suppressor at high planting rates due to very fast growth (not allelopathy). Blooms and extrafloral nectaries excellent for pollinators and other beneficial organisms. High risk of reseeding if overmature: kill or mow within 7-10 days after first bloom. Sets seed faster than all other covers – if reseeding is a concern, don’t grow in mixes. Easy to kill.
",string,11,2022-10-28 13:00:49.516956-04,2022-10-28 13:00:49.516956-04,
141,"Low-growing, shallow-rooted perennial that spreads by lateral-growing stolons. Several subsets of germplasm with distinct traits are available: Dutch, Ladino, or common white clover. “Wild white” clover is shorter; Ladino white is taller (for orchardgrass-type pastures). Most tolerant clover for shade, traffic, tight mowing/grazing, and acid/poor soil. Good N fixer, pollinator-friendly blooms. Often used as a mowed living mulch in walkways, alleyways, understory. Persists and competes best if mowed low; can last many years. Inoculate the seed with appropriate Rhizobium spp.; cross inoculates with crimson or red clover. Common white clover is good in a mix with low-growing, mowing-tolerant fescue or other shorter grasses.",string,11,2022-10-28 13:00:49.520219-04,2022-10-28 13:00:49.520219-04,
142,"Most commonly-grown cover crop in the US. Most winter-hardy cover crop. Best winter cover for low-fertility or acid soils. Tolerates wet soil. Winter cereal rye requires vernalization (overwintering) to flower and will likely fail to flower if planted in spring. Best winter cover for many purposes: excellent for biomass, N scavenging, weed control. Good forage, but low quality after heading. Best choice for roller-crimping. Height, biomass, high C:N ratio at maturity may hinder the growth of a following non-legume cash crop. Potential weed if it sets seed, especially in small grain cash crops. Mixes well with legumes. Can plant later than any small grain, but goes to head early in spring – only barley is earlier. ",string,11,2022-10-28 13:00:49.520219-04,2022-10-28 13:00:49.520219-04,
143,"Most commonly-grown cover crop in the US. Most winter-hardy cover crop. Best winter cover for low-fertility or acid soils. Tolerates wet soil. Winter cereal rye requires vernalization (overwintering) to flower and will likely fail to flower if planted in spring. Best winter cover for many purposes: excellent for biomass, N scavenging, weed control. Good forage, but low quality after heading. Best choice for roller-crimping. Height, biomass, high C:N ratio at maturity may hinder the growth of a following non-legume cash crop. Potential weed if it sets seed, especially in small grain cash crops. Mixes well with legumes. Can plant later than any small grain, but goes to head early in spring – only barley is earlier. 
",string,11,2022-10-28 13:00:49.520219-04,2022-10-28 13:00:49.520219-04,
144,"Non-creeping, short-lived perennial typically treated as a biennial or annual in USDA hardiness zones 6 and warmer. Grows well on acidic or poorly-drained soils, can tolerate some flooding. Not heat or shade tolerant. Good N producer. Good forage but can be toxic under some conditions. Inoculate the seed with appropriate Rhizobium spp. Prone to lodging, grow in a mix with a grass (or red clover, on wet/acidic soils). Its growth habit is similar to red clover. Similar forage quality to alfalfa.",string,11,2022-10-28 13:00:49.520219-04,2022-10-28 13:00:49.520219-04,
145,"Perennial. Not commonly used as an annual cover crop, but as a two to three-year break crop. Needs high soil pH, good fertility; not suitable for wet soils. Good drought tolerance once established. Excellent legume hay crop, very deep taproot, excellent N fixer. Expensive seed makes it easier to justify the cost with longer durations (2 to 6 summers) and for harvesting forage. Cut for hay or clip occasionally to keep vegetative and maintain stand. For hay, 1st cut at bud stage, next cuts every 30-40 days (late bud to ¼ bloom), last cut in fall in time for 8” regrowth. Dormant in winter; select varieties with appropriate winter hardiness for your area and mix with cool-season perennial grass (e.g., orchardgrass) or overseed with annual grass (e.g, wheat) for winter cover and to moderate C:N ratio at termination. Consider seeding with a nurse crop  of spring oats or small grains at low rate that will be harvested/mowed off to release perennial understory. Inoculate seed with the appropriate Rhizobium spp.; cross-inoculates with sweetclover.",string,11,2022-10-28 13:00:49.520219-04,2022-10-28 13:00:49.520219-04,
146,"Perennial. Not commonly used as an annual cover crop, but as a two to three-year break crop. Needs near neutral pH, good fertility; not suitable for wet soils. Good drought tolerance once established. Susceptible to many insects and diseases.  Excellent legume hay crop, very deep taproot, excellent N fixer. Expensive seed makes it easier to justify the cost with longer durations (2 to 6 summers) and for harvesting forage. Cut for hay or clip occasionally to keep vegetative and maintain stand.  For hay, 1st cut at bud stage, next cuts every 30-40 days (late bud to ¼ bloom), last cut in fall in time for 8” regrowth. Dormant in winter; select varieties with appropriate winter hardiness for your area and mix with cool-season perennial grass (e.g., orchardgrass) or overseed with annual grass (e.g, wheat) for winter cover and to moderate C:N ratio at termination. Consider seeding with a nurse crop  of spring oats or small grains at low rate that will be harvested/mowed off to release perennial understory. Inoculate seed with the appropriate Rhizobium spp.; cross-inoculates with sweetclover.",string,11,2022-10-28 13:00:49.520219-04,2022-10-28 13:00:49.520219-04,
147,"Short-lived upright perennial, often lasts two years. Often grown for hay. Best on good soils with high fertility; tolerates some wetness. Establishes readily, including when frost-seeded, shade tolerant, very winter-hardy, inexpensive. Resists some problem nematodes, good taproot. Moderate to excellent N fixation depending on planting timing. Excellent forage, blooms for pollinators. For fall-seeding, use multi-cut medium or one-cut mammoth varieties. Multi-cut “medium” types best for spring planting. Avoid seed set by harvesting regularly at 1/4 - 1/3 bloom. Mix with grasses like orchardgrass or fescue to moderate C:N ratio at termination. Consider seeding with spring oat nurse crop at low rate in fall or small grain that will be harvested/mowed to “release” clover understory. Inoculate with appropriate Rhizobium spp.; cross inoculates with crimson or white clover. Slower growing, must be seeded earlier and killed later than other fall-seeded legumes.",string,11,2022-10-28 13:00:49.522682-04,2022-10-28 13:00:49.522682-04,
148,"Short-lived upright perennial, often lasts two years. Often grown for hay. Best on good soils with high fertility; tolerates some wetness. Establishes readily, including when frost-seeded, shade tolerant, very winter-hardy, inexpensive. Resists some problem nematodes, good taproot. Moderate to excellent N fixation depending on planting timing. Excellent forage, blooms for pollinators. For fall-seeding, use multi-cut medium or one-cut mammoth varieties. Multi-cut “medium” types best for spring planting. Avoid seed set by harvesting regularly at 1/4 - 1/3 bloom. Mix with grasses like orchardgrass or fescue to moderate C:N ratio at termination. Consider seeding with spring oat nurse crop at low rate in fall or small grain that will be harvested/mowed to “release” clover understory. Inoculate with appropriate Rhizobium spp.; cross inoculates with crimson or white clover. Slower growing, must be seeded earlier and killed later than other fall-seeded legumes.
",string,11,2022-10-28 13:00:49.522682-04,2022-10-28 13:00:49.522682-04,
149,"Short-lived upright perennial, often lasts two years. Often grown for hay. Best on good soils with high fertility; tolerates some wetness. Establishes readily, shade tolerant, very winter-hardy, inexpensive. One of the best legume choices for frost seeding into pastures or winter wheat and for interseeding into corn. Resists some problem nematodes, good taproot. Moderate to excellent N fixation depending on planting timing. Excellent forage, blooms for pollinators. For fall-seeding, use multi-cut medium or one-cut mammoth varieties. Multi-cut “medium” types best for spring planting. Avoid seed set by harvesting regularly at 1/4 - 1/3 bloom. Mix with grasses like orchardgrass or fescue to moderate C:N ratio at termination. Consider seeding with spring oat nurse crop at low rate in fall or small grain that will be harvested/mowed to “release” clover understory. Inoculate with appropriate Rhizobium spp.; cross inoculates with crimson or white clover. Slower growing, must be seeded earlier and killed later than other fall-seeded legumes. ",string,11,2022-10-28 13:00:49.522682-04,2022-10-28 13:00:49.522682-04,
150,"Summer annual grass. Can grow in flooded soils and standing water. Adapted to soil with pH as low as 4.5. Prone to premature flowering if seeded late summer. Very responsive to nitrogen. Good smother crop at high seeding rate but may become weed if allowed to go to seed. Mix with cowpeas, soybeans to create a diverse summer mixture. Shorter, finer-stemmed, lower-biomass option compared to sorghum-sudangrass or pearl millet. Does not mow-kill as well and may mature faster/reseed more easily than foxtail millet. ",string,11,2022-10-28 13:00:49.522682-04,2022-10-28 13:00:49.522682-04,
151,"Summer annual grass. Can grow in flooded soils and standing water. Adapted to soil with pH as low as 4.5. Prone to premature flowering if seeded late summer. Very responsive to nitrogen. Good smother crop at high seeding rate but may become weed if allowed to go to seed. Mix with cowpeas, soybeans to create a diverse summer mixture. Shorter, finer-stemmed, lower-biomass option compared to sorghum-sudangrass or pearl millet. Does not mow-kill as well and may mature faster/reseed more easily than foxtail millet. 
",string,11,2022-10-28 13:00:49.522682-04,2022-10-28 13:00:49.522682-04,
152,"Tall summer annual grass. Does best under hot conditions. Fast growing. Has regrowth potential, particularly when mowed/grazed high. Improved forage types available, cultivars may vary widely.  Mix with cowpea, sunflower, and sunn hemp for a diverse summer mix. Tall varieties are very similar to sorghum-sudangrass except slightly lower biomass potential but still a good smother crop; better on acid and droughty soils; less allelopathy potential; less reputation for subsoiling; no prussic acid forage toxicity (but nitrates still a concern).",string,11,2022-10-28 13:00:49.523744-04,2022-10-28 13:00:49.523744-04,
153,"Tall summer annual grass. Does best under hot conditions. Fast growing. Has regrowth potential, particularly when mowed/grazed high. Improved forage types available, cultivars may vary widely.  Mix with cowpea, sunflower, and sunn hemp for a diverse summer mix. Tall varieties are very similar to sorghum-sudangrass except slightly lower biomass potential but still a good smother crop; better on acid and droughty soils; less allelopathy potential; less reputation for subsoiling; no prussic acid forage toxicity (but nitrates still a concern).
",string,11,2022-10-28 13:00:49.523744-04,2022-10-28 13:00:49.523744-04,
154,"Tall summer annual grass. Does best under hot conditions. Fast growing. Has regrowth potential, particularly when mowed/grazed high. Improved forage types available, cultivars may vary widely.  Mix with cowpea, sunn hemp, and sunflower for a diverse summer mix. Tall varieties are very similar to sorghum-sudangrass except slightly lower biomass potential but still a good smother crop; better on acid and droughty soils; less allelopathy potential; less reputation for subsoiling; no prussic acid forage toxicity (but nitrates still a concern).",string,11,2022-10-28 13:00:49.523744-04,2022-10-28 13:00:49.523744-04,
155,"Tall tropical legume. Plant in early summer; does not tolerate cool soils. Good forage potential in areas with sufficient heat. Will tolerate high mowing (> 18""). Large N fixation potential.  Effectively suppresses root-knot nematodes. Low weed risk, but with enough time can set viable seed. Becomes stemmy as it matures. Inoculate seed; cross-inoculates with cowpea. Certain cultivars contain alkaloids which are poisonous to livestock; check before feeding to animals. Spindly growth habit with narrow leaves seems to make it a better choice for mixes than in monoculture. Mix with sorghum-sudangrass, pearl millet, and sunflower for a diverse warm season mixture. ",string,11,2022-10-28 13:00:49.523744-04,2022-10-28 13:00:49.523744-04,
156,"Tall tropical legume. Plant in early summer; does not tolerate cool soils. Good forage potential in areas with sufficient heat. Will tolerate high mowing (> 18""). Large N fixation potential.  Effectively suppresses root-knot nematodes. Low weed risk, but with enough time can set viable seed. Becomes stemmy as it matures. Inoculate seed; cross-inoculates with cowpea. Certain cultivars contain alkaloids which are poisonous to livestock; check before feeding to animals. Spindly growth habit with narrow leaves seems to make it a better choice for mixes than in monoculture. Mix with sorghum-sudangrass, pearl millet, and sunflower for a diverse warm season mixture.  ",string,11,2022-10-28 13:00:49.523744-04,2022-10-28 13:00:49.523744-04,
157,"Tall tropical legume. Plant in early summer; does not tolerate cool soils. Good forage potential in areas with sufficient heat. Will tolerate high mowing (> 18""). Large N fixation potential.  Effectively suppresses root-knot nematodes. Low weed risk, but with enough time can set viable seed. Becomes stemmy as it matures. Inoculate seed; cross-inoculates with cowpea. Certain cultivars contain alkaloids which are poisonous to livestock; check before feeding to animals. Spindly growth habit with narrow leaves seems to make it a better choice for mixes than in monoculture. Mix with sorghum-sudangrass, pearl millet, and sunflower for a diverse warm season mixture.  
",string,11,2022-10-28 13:00:49.523744-04,2022-10-28 13:00:49.523744-04,
158,"Tall tropical legume. Plant in early summer; does not tolerate cool soils. Should be seeded by July 1st in plant hardiness zone 5 after soil warms to 55 degrees. Good forage potential in areas with sufficient heat. Will tolerate high mowing (> 18""). Large N fixation potential.  Effectively suppresses root-knot nematodes. Low weed risk, but with enough time can set viable seed. Becomes stemmy as it matures. Inoculate seed; cross-inoculates with cowpea. Certain cultivars contain alkaloids which are poisonous to livestock; check before feeding to animals. Spindly growth habit with narrow leaves seems to make it a better choice for mixes than in monoculture. Mix with sorghum-sudangrass, pearl millet, and sunflower for a diverse warm season mixture. ",string,11,2022-10-28 13:00:49.524529-04,2022-10-28 13:00:49.524529-04,
159,"Unique forb with fernlike biomass. Not commonly grown in the Northeast US (well-known in Europe), info limited, seed costly. Winter-kill generally expected. Fast growth in mild temperatures, moderate biomass, residue not long-lasting. Fibrous shallow roots excellent for soil aggregation. Appears to have daylength response: in fall vegetative growth only; in spring goes to flower. Given that it rarely survives the winter, may do best if planted in spring when blooms are of interest. Showy blue blooms are excellent for pollinators.  ",string,11,2022-10-28 13:00:49.524529-04,2022-10-28 13:00:49.524529-04,
160,"Unique forb with fernlike biomass. Not commonly grown in the Northeast US (well-known in Europe), info limited, seed costly. Winter-kill generally expected. Fast growth in mild temperatures, moderate biomass, residue not long-lasting. Fibrous shallow roots excellent for soil aggregation. Appears to have daylength response: in fall vegetative growth only; in spring goes to flower. Given that it rarely survives the winter, may do best if planted in spring when blooms are of interest. Showy blue blooms are excellent for pollinators.  
",string,11,2022-10-28 13:00:49.524529-04,2022-10-28 13:00:49.524529-04,
161,"Upright cool-season annual. More commonly grown in the southern US, where it can accumulate more biomass and has more vigorous roots than spring or winter (common) oats. More heat tolerant than spring or winter (common) oats. Good forage and grazing.
",string,11,2022-10-28 13:00:49.524529-04,2022-10-28 13:00:49.524529-04,
162,"Upright small grain. Widely used in the Northeast. Best small grain for drought, heat, saline or alkaline soils. Not suitable for wet or acid soils. Spring barley does not need vernalization (overwintering) to produce stalk/head/seed.  Quick growth and high biomass if fertility is good. Good weed suppressor, N scavenger, forage producer. Retains feed quality after heading. Good nurse crop for legumes. Use care when including as a cover crop in a small grain rotation (host for same diseases and pests). Spring barley planted in fall may fail to overwinter due to less winter hardiness than winter barley.",string,11,2022-10-28 13:00:49.524529-04,2022-10-28 13:00:49.524529-04,
163,"Upright small grain. Widely used in the Northeast. Best small grain for drought, heat, saline or alkaline soils. Not suitable for wet or acid soils. Spring barley does not need vernalization (overwintering) to produce stalk/head/seed.  Quick growth and high biomass if fertility is good. Good weed suppressor, N scavenger, forage producer. Retains feed quality after heading. Good nurse crop for legumes. Use care when including as a cover crop in a small grain rotation (host for same diseases and pests). Spring barley planted in fall may fail to overwinter due to less winter hardiness than winter barley.
",string,11,2022-10-28 13:00:49.525492-04,2022-10-28 13:00:49.525492-04,
164,"Upright small grain. Widely used in the Northeast. Best small grain for drought, heat, salty or alkaline soils. Not suitable for wet or acid soils. Winter barley typically needs vernalization (overwintering) to produce stalk/head/seed. May stay short and fail to flower if planted in spring. Quick growth and high biomass if fertility is good. Good weed suppressor, N scavenger, forage producer. Retains feed quality after heading. Good nurse crop for legumes. Use care when including as a cover crop in a small grain rotation (host for same diseases and pests). Bloom timing and height match crimson clover, rapeseed when used in a mix. More winter-hardy than oat, less than wheat and rye. Better fall growth and tillers more than wheat and rye but more prone to frost damage. More winter-hardy than oat, less than wheat and rye. Better fall growth and tillers more than wheat and rye but more prone to frost damage.",string,11,2022-10-28 13:00:49.525492-04,2022-10-28 13:00:49.525492-04,
165,"Upright small grain. Widely used in the Northeast. Best small grain for drought, heat, salty or alkaline soils. Not suitable for wet or acid soils. Winter barley typically needs vernalization (overwintering) to produce stalk/head/seed. May stay short and fail to flower if planted in spring. Quick growth and high biomass if fertility is good. Good weed suppressor, N scavenger, forage producer. Retains feed quality after heading. Good nurse crop for legumes. Use care when including as a cover crop in a small grain rotation (host for same diseases and pests). Bloom timing and height match crimson clover, rapeseed when used in a mix. More winter-hardy than oat, less than wheat and rye. Better fall growth and tillers more than wheat and rye but more prone to frost damage. More winter-hardy than oat, less than wheat and rye. Better fall growth and tillers more than wheat and rye but more prone to frost damage.
",string,11,2022-10-28 13:00:49.525492-04,2022-10-28 13:00:49.525492-04,
166,"Upright small grain. Widely used in the Northeast. Best small grain for drought, heat, salty, or alkaline soils. Not suitable for wet or acid soils. Winter barley typically needs vernalization (overwintering) to produce stalk/head/seed. May stay short and fail to flower if planted in spring. Quick growth and high biomass if fertility is good. Good weed suppressor, N scavenger, forage producer. Retains feed quality after heading. Good nurse crop for legumes. Use care when including as a cover crop in a small grain rotation (host for same diseases and pests). Bloom timing and height match crimson clover, rapeseed when used in a mix. Planted earlier in fall, matures earlier in spring than wheat. More winter-hardy than oat, less than wheat and rye. Better fall growth and tillers more than wheat and rye but more prone to frost damage.",string,11,2022-10-28 13:00:49.525492-04,2022-10-28 13:00:49.525492-04,
167,"Upright summer annual. Black oilseed varieties are most commonly grown for cover crops. Good heat and drought tolerance once established. Sunflower blooms are attractive to people, pollinators, and wildlife. Deep branched taproot, good for pulling up nutrients (but not necessarily subsoiling). Middling weed suppressor. Low seeding rate means low cost. Adaptable in mixes; it may grow tall in a tall mix, short in a short mix. ",string,11,2022-10-28 13:00:49.526754-04,2022-10-28 13:00:49.526754-04,
