id,crops_zone_id,attribute_value_id,created_at,updated_at,deleted_at
1357,15,413,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1358,15,1540,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1359,15,1037,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1360,15,374,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1361,15,510,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1362,15,251,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1363,15,913,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1364,15,489,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1365,15,906,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1366,15,39,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1367,15,870,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1368,15,422,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1369,15,1501,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1370,15,339,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1371,15,1498,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1372,15,515,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1373,15,1120,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1374,15,280,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1375,15,48,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1376,15,25,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1377,15,1236,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1378,15,292,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1379,15,858,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1380,15,1535,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1381,15,370,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1382,15,924,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1383,16,252,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1384,16,958,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1385,16,1263,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1386,16,1518,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1387,16,334,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1388,16,425,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1389,16,416,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1390,16,853,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1391,16,529,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1392,16,1281,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1393,16,848,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1394,16,555,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1395,16,543,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1396,16,1473,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1397,16,1407,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1398,16,1505,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1399,16,1232,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1400,16,1075,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1401,16,1237,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1402,16,1535,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1403,16,1538,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1404,16,1073,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1405,16,1284,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1406,16,499,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1407,16,242,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1408,16,1041,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1409,16,1304,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1410,16,180,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1411,16,1508,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1412,16,323,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1413,16,1028,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1414,16,934,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1415,16,1004,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1416,16,67,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1417,16,1018,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1418,16,819,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1419,16,64,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1420,16,330,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1421,16,1123,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1422,16,861,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1423,16,351,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1424,16,845,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1425,16,531,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1426,16,1306,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1427,16,100,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1428,16,187,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1429,16,489,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1430,16,373,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1431,16,809,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1432,16,301,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1433,16,337,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1434,16,916,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1435,16,882,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1436,16,1539,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1437,16,420,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1438,16,367,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1439,16,314,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1440,16,262,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1441,16,1507,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1442,16,341,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1443,16,926,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1444,16,901,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1445,16,503,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1446,16,51,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1447,16,401,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1448,16,866,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1449,16,875,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1450,16,1497,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1451,16,1501,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1452,16,1496,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1453,16,1504,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1454,16,1498,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1455,16,1500,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1456,16,1499,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1457,16,1494,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1458,16,514,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1459,16,931,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1460,16,841,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1461,16,1532,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1462,16,835,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1463,16,1171,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1464,16,364,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1465,16,1110,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1466,16,319,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1467,17,1501,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1468,17,1237,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1469,17,319,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1470,17,420,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1471,17,337,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1472,17,861,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1473,17,934,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1474,17,1533,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1475,17,1537,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1476,17,848,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1477,17,1473,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1478,17,1532,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1479,17,306,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1480,17,51,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1481,17,364,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1482,17,368,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1483,17,1518,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1484,17,1514,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1485,17,1304,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1486,17,1508,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1487,17,1167,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1488,17,373,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1489,17,5,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1490,17,1305,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1491,17,1507,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1492,17,1504,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1493,17,238,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1494,17,64,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1495,17,314,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1496,17,1540,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1497,17,187,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1498,17,41,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1499,17,67,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1500,17,876,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1501,17,1113,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1502,17,1028,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1503,17,926,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1504,17,916,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1505,17,180,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1506,17,285,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1507,17,334,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1508,17,835,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1509,17,401,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1510,17,1495,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1511,17,1498,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1512,17,1500,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1513,17,1494,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1514,17,300,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1515,17,1497,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1516,17,1410,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1517,17,531,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1518,17,1073,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1519,17,556,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1520,17,489,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1521,17,853,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1522,17,543,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1523,17,809,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1524,17,503,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1525,17,485,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1526,17,1282,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1527,17,819,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1528,17,841,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1529,17,931,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1530,17,1013,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1531,17,1042,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1532,17,1171,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1533,17,958,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1534,17,1285,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1535,17,29,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1536,17,1232,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1537,17,242,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1538,17,101,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1539,17,1125,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1540,17,1018,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1541,17,529,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1542,17,341,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1543,17,262,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1544,17,330,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1545,17,323,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1546,17,295,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1547,17,416,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1548,17,425,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1549,17,1263,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1550,17,303,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1551,17,514,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1552,17,252,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1553,17,233,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1554,17,901,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1555,17,866,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1556,17,499,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1557,17,351,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1558,17,845,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1559,17,348,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1560,17,882,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1561,17,1075,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1562,18,1538,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1563,18,51,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1564,18,1508,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1565,18,323,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1566,18,1539,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1567,18,819,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1568,18,1504,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1569,18,1536,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1570,18,931,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1571,18,929,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1572,18,39,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1573,18,958,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1574,18,1500,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1575,18,1497,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1576,18,1494,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1577,18,1503,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1578,18,1498,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1579,18,531,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1580,18,1501,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1581,18,401,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1582,18,503,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1583,18,233,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1584,18,1535,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1585,18,853,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1586,18,238,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1587,18,317,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1588,18,916,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1589,18,64,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1590,18,314,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1591,18,845,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1592,18,330,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1593,18,420,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1594,18,861,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1595,18,934,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1596,18,1167,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1597,18,180,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1598,18,1532,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1599,18,866,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1600,18,29,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1601,18,1286,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1602,18,1306,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1603,18,499,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1604,18,1263,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1605,18,187,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1606,18,1073,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1607,18,364,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1608,18,1237,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1609,18,351,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1610,18,882,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1611,18,367,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1612,18,100,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1613,18,1518,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1614,18,877,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1615,18,252,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1616,18,900,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1617,18,1507,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1618,18,1475,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1619,18,610,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1620,18,848,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1621,18,374,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1622,18,1009,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1623,18,425,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1624,18,262,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1625,18,1090,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1626,18,1102,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1627,18,67,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1628,18,1355,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1629,18,348,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1630,18,1075,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1631,18,341,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1632,18,488,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1633,18,835,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1634,18,770,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1635,18,1042,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1636,18,1028,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1637,18,543,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1638,18,1282,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1639,18,337,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1640,18,1232,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1641,18,1171,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1642,18,1020,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1643,18,334,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1644,18,1304,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1645,18,556,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1646,18,514,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1647,18,242,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1648,18,529,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1649,18,414,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1650,18,1133,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1651,18,841,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1652,19,1208,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1653,19,628,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1654,19,1500,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1655,19,1028,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1656,19,1501,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1657,19,1189,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1658,19,926,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1659,19,242,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1660,19,1502,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1661,19,489,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1662,19,421,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1663,19,1518,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1664,19,1075,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1665,19,337,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1666,19,1238,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1667,19,1283,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1668,19,1350,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1669,19,180,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
1670,19,1534,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
